date,country,new_cases
2020-04-13,Pakistan,341
2020-04-14,Pakistan,546
2020-04-15,Pakistan,536
2020-04-16,Pakistan,106
2020-04-17,Pakistan,613
2020-04-18,Pakistan,710
2020-04-19,Pakistan,70
2020-04-20,Pakistan,1147
2020-04-21,Pakistan,511
2020-04-22,Pakistan,1079
2020-04-23,Pakistan,785
2020-04-24,Pakistan,783
2020-04-25,Pakistan,605
2020-04-26,Pakistan,587
2020-04-27,Pakistan,697
2020-04-28,Pakistan,913
2020-04-29,Pakistan,1292
2020-04-30,Pakistan,1297
2020-05-01,Pakistan,989
2020-05-02,Pakistan,981
2020-05-03,Pakistan,857
2020-05-04,Pakistan,1108
2020-05-05,Pakistan,2024
2020-05-06,Pakistan,571
2020-05-07,Pakistan,1791
2020-05-08,Pakistan,2301
2020-05-09,Pakistan,1598
2020-05-10,Pakistan,1747
2020-05-11,Pakistan,2255
2020-05-12,Pakistan,962
2020-05-13,Pakistan,490
2020-05-14,Pakistan,3011
2020-05-15,Pakistan,0
2020-05-16,Pakistan,1352
2020-05-17,Pakistan,1974
2020-05-18,Pakistan,1841
2020-05-19,Pakistan,1932
2020-05-20,Pakistan,2193
2020-05-21,Pakistan,2603
2020-05-22,Pakistan,1743
2020-05-23,Pakistan,2164
2020-05-24,Pakistan,1748
2020-05-25,Pakistan,1356
2020-05-26,Pakistan,1446
2020-05-27,Pakistan,2076
2020-05-28,Pakistan,2801
2020-05-29,Pakistan,2429
2020-05-30,Pakistan,3039
2020-05-31,Pakistan,2964
2020-06-01,Pakistan,3938
2020-06-02,Pakistan,4065
2020-06-03,Pakistan,4801
2020-06-04,Pakistan,3985
2020-06-05,Pakistan,4734
2020-06-06,Pakistan,4960
2020-06-07,Pakistan,4728
2020-06-08,Pakistan,4646
2020-06-09,Pakistan,5385
2020-06-10,Pakistan,5834
2020-06-11,Pakistan,6397
2020-06-12,Pakistan,0
2020-06-13,Pakistan,6472
2020-06-14,Pakistan,12073
2020-06-15,Pakistan,4443
2020-06-16,Pakistan,5839
2020-06-17,Pakistan,5358
2020-06-18,Pakistan,4944
2020-06-19,Pakistan,6604
2020-06-20,Pakistan,4951
2020-06-21,Pakistan,4471
2020-06-22,Pakistan,3946
2020-06-23,Pakistan,3892
2020-06-24,Pakistan,4044
2020-06-25,Pakistan,2775
2020-06-26,Pakistan,3138
2020-06-27,Pakistan,4072
2020-06-28,Pakistan,3557
2020-06-29,Pakistan,2825
2020-06-30,Pakistan,4133
2020-07-01,Pakistan,4339
2020-07-02,Pakistan,4087
2020-07-03,Pakistan,0
2020-07-04,Pakistan,3387
2020-07-05,Pakistan,6535
2020-07-06,Pakistan,2691
2020-07-07,Pakistan,2980
2020-07-08,Pakistan,3359
2020-07-09,Pakistan,2751
2020-07-10,Pakistan,2752
2020-07-11,Pakistan,2521
2020-07-12,Pakistan,2753
2020-07-13,Pakistan,1979
2020-07-14,Pakistan,2165
2020-07-15,Pakistan,2145
2020-07-16,Pakistan,0
2020-07-17,Pakistan,4003
2020-07-18,Pakistan,1579
2020-07-19,Pakistan,1587
2020-07-20,Pakistan,1013
2020-07-21,Pakistan,1332
2020-07-22,Pakistan,1763
2020-07-23,Pakistan,1209
2020-07-24,Pakistan,1487
2020-07-25,Pakistan,1226
2020-07-26,Pakistan,0
2020-07-27,Pakistan,1176
2020-07-28,Pakistan,936
2020-07-29,Pakistan,1063
2020-07-30,Pakistan,1114
2020-07-31,Pakistan,903
2020-08-01,Pakistan,0
2020-08-02,Pakistan,1394
2020-08-03,Pakistan,762
2020-08-04,Pakistan,0
2020-08-05,Pakistan,675
2020-08-06,Pakistan,727
2020-08-07,Pakistan,782
2020-08-08,Pakistan,842
2020-08-09,Pakistan,634
2020-08-10,Pakistan,539
2020-08-11,Pakistan,531
2020-08-12,Pakistan,730
2020-08-13,Pakistan,753
2020-08-14,Pakistan,626
2020-08-15,Pakistan,747
2020-08-16,Pakistan,1168
2020-08-17,Pakistan,0
2020-08-18,Pakistan,617
2020-08-19,Pakistan,613
2020-08-20,Pakistan,513
2020-08-21,Pakistan,630
2020-08-22,Pakistan,586
2020-08-23,Pakistan,1087
2020-08-24,Pakistan,0
2020-08-25,Pakistan,450
2020-08-26,Pakistan,482
2020-08-27,Pakistan,445
2020-08-28,Pakistan,415
2020-08-29,Pakistan,319
2020-08-30,Pakistan,264
2020-08-31,Pakistan,213
2020-09-01,Pakistan,300
2020-09-02,Pakistan,865
2020-09-03,Pakistan,498
2020-09-04,Pakistan,513
2020-09-05,Pakistan,0
2020-09-06,Pakistan,878
2020-09-07,Pakistan,330
2020-09-08,Pakistan,426
2020-09-09,Pakistan,371
2020-09-10,Pakistan,341
2020-09-11,Pakistan,584
2020-09-12,Pakistan,526
2020-09-13,Pakistan,539
2020-09-14,Pakistan,404
2020-09-15,Pakistan,665
2020-09-16,Pakistan,545
2020-09-17,Pakistan,752
2020-09-18,Pakistan,645
2020-09-19,Pakistan,640
2020-09-20,Pakistan,633
2020-09-21,Pakistan,582
2020-09-22,Pakistan,532
2020-09-23,Pakistan,799
2020-09-24,Pakistan,798
2020-09-25,Pakistan,566
2020-09-26,Pakistan,694
2020-09-27,Pakistan,566
2020-09-28,Pakistan,675
2020-09-29,Pakistan,747
2020-09-30,Pakistan,543
2020-10-01,Pakistan,625
2020-10-02,Pakistan,553
2020-10-03,Pakistan,632
2020-10-04,Pakistan,0
2020-10-05,Pakistan,1111
2020-10-06,Pakistan,624
2020-10-07,Pakistan,583
2020-10-08,Pakistan,661
2020-10-09,Pakistan,671
2020-10-10,Pakistan,666
2020-10-11,Pakistan,385
2020-10-12,Pakistan,531
2020-10-13,Pakistan,615
2020-10-14,Pakistan,755
2020-10-15,Pakistan,659
2020-10-16,Pakistan,575
2020-10-17,Pakistan,567
2020-10-18,Pakistan,433
2020-10-19,Pakistan,582
2020-10-20,Pakistan,710
2020-10-21,Pakistan,736
2020-10-22,Pakistan,736
2020-10-23,Pakistan,847
2020-10-24,Pakistan,832
2020-10-25,Pakistan,707
2020-10-26,Pakistan,773
2020-10-27,Pakistan,825
2020-10-28,Pakistan,908
2020-10-29,Pakistan,1078
2020-10-30,Pakistan,807
2020-10-31,Pakistan,977
2020-11-01,Pakistan,1123
2020-11-02,Pakistan,1167
2020-11-03,Pakistan,1313
2020-11-04,Pakistan,1302
2020-11-05,Pakistan,1376
2020-11-06,Pakistan,1502
2020-11-07,Pakistan,1436
2020-11-08,Pakistan,1650
2020-11-09,Pakistan,1637
2020-11-10,Pakistan,1708
2020-11-11,Pakistan,1808
2020-11-12,Pakistan,2304
2020-11-13,Pakistan,2165
2020-11-14,Pakistan,2443
2020-11-15,Pakistan,2128
2020-11-16,Pakistan,2050
2020-11-17,Pakistan,2298
2020-11-18,Pakistan,2547
2020-11-19,Pakistan,2738
2020-11-20,Pakistan,2843
2020-11-21,Pakistan,2665
2020-11-22,Pakistan,2756
2020-11-23,Pakistan,2954
2020-11-24,Pakistan,3009
2020-11-25,Pakistan,3306
2020-11-26,Pakistan,3113
2020-11-27,Pakistan,3045
2020-11-28,Pakistan,2829
2020-11-29,Pakistan,2839
2020-11-30,Pakistan,2458
2020-12-01,Pakistan,2829
2020-12-02,Pakistan,3499
2020-12-03,Pakistan,3262
2020-12-04,Pakistan,3119
2020-12-05,Pakistan,3308
2020-12-06,Pakistan,3795
2020-12-07,Pakistan,2885
2020-12-08,Pakistan,2963
2020-12-09,Pakistan,3138
2020-12-10,Pakistan,3047
2020-12-11,Pakistan,2729
2020-12-12,Pakistan,3369
2020-12-13,Pakistan,2362
2020-12-14,Pakistan,2459
2020-12-15,Pakistan,2731
2020-12-16,Pakistan,2545
2020-12-17,Pakistan,2972
2020-12-18,Pakistan,3179
2020-12-19,Pakistan,2615
2020-12-20,Pakistan,1680
2020-12-21,Pakistan,1704
2020-12-22,Pakistan,2142
2020-12-23,Pakistan,2256
2020-12-24,Pakistan,2152
2020-12-25,Pakistan,2260
2020-12-26,Pakistan,1853
2020-12-27,Pakistan,1974
2020-12-28,Pakistan,1776
2020-12-29,Pakistan,2155
2020-12-30,Pakistan,2475
2020-12-31,Pakistan,2463
2021-01-01,Pakistan,2184
2021-01-02,Pakistan,2272
2021-01-03,Pakistan,1895
2021-01-04,Pakistan,1947
2021-01-05,Pakistan,2118
2021-01-06,Pakistan,2481
2021-01-07,Pakistan,2435
2021-01-08,Pakistan,2007
2021-01-09,Pakistan,2899
2021-01-10,Pakistan,1877
2021-01-11,Pakistan,2408
2021-01-12,Pakistan,2123
2021-01-13,Pakistan,3097
2021-01-14,Pakistan,2417
2021-01-15,Pakistan,2432
2021-01-16,Pakistan,2521
2021-01-17,Pakistan,1920
2021-01-18,Pakistan,1800
2021-01-19,Pakistan,1772
2021-01-20,Pakistan,2363
2021-01-21,Pakistan,1745
2021-01-22,Pakistan,1927
2021-01-23,Pakistan,1594
2021-01-24,Pakistan,1629
2021-01-25,Pakistan,1873
2021-01-26,Pakistan,1563
2021-01-27,Pakistan,1910
2021-01-28,Pakistan,1644
2021-01-29,Pakistan,2183
2021-01-30,Pakistan,1599
2021-01-31,Pakistan,1615
2021-02-01,Pakistan,1220
2021-02-02,Pakistan,1384
2021-02-03,Pakistan,1508
2021-02-04,Pakistan,1302
2021-02-05,Pakistan,1286
2021-02-06,Pakistan,1346
2021-02-07,Pakistan,1037
2021-02-08,Pakistan,1008
2021-02-09,Pakistan,1072
2021-02-10,Pakistan,1502
2021-02-11,Pakistan,1270
2021-02-12,Pakistan,1262
2021-02-13,Pakistan,1404
2021-02-14,Pakistan,1048
2021-02-15,Pakistan,0
2021-02-16,Pakistan,1912
2021-02-17,Pakistan,1272
2021-02-18,Pakistan,1245
2021-02-19,Pakistan,1340
2021-02-20,Pakistan,1328
2021-02-21,Pakistan,1160
2021-02-22,Pakistan,1050
2021-02-23,Pakistan,1196
2021-02-24,Pakistan,1361
2021-02-25,Pakistan,1541
2021-02-26,Pakistan,1315
2021-02-27,Pakistan,1176
2021-02-28,Pakistan,1392
2021-03-01,Pakistan,1163
2021-03-02,Pakistan,1388
2021-03-03,Pakistan,1519
2021-03-04,Pakistan,1579
2021-03-05,Pakistan,1714
2021-03-06,Pakistan,1780
2021-03-07,Pakistan,1592
2021-03-08,Pakistan,1353
2021-03-09,Pakistan,1786
2021-03-10,Pakistan,2258
2021-03-11,Pakistan,2701
2021-03-12,Pakistan,2338
2021-03-13,Pakistan,2664
2021-03-14,Pakistan,2253
2021-03-15,Pakistan,2511
2021-03-16,Pakistan,2351
2021-03-17,Pakistan,3495
2021-03-18,Pakistan,3449
2021-03-19,Pakistan,3876
2021-03-20,Pakistan,3667
2021-03-21,Pakistan,3669
2021-03-22,Pakistan,3270
2021-03-23,Pakistan,3301
2021-03-24,Pakistan,3946
2021-03-25,Pakistan,4368
2021-03-26,Pakistan,4468
2021-03-27,Pakistan,4767
2021-03-28,Pakistan,4525
2021-03-29,Pakistan,4084
2021-03-30,Pakistan,4757
2021-03-31,Pakistan,4974
2021-04-01,Pakistan,5234
2021-04-02,Pakistan,4723
2021-04-03,Pakistan,5020
2021-04-04,Pakistan,4323
2021-04-05,Pakistan,3953
2021-04-06,Pakistan,4004
2021-04-07,Pakistan,5329
2021-04-08,Pakistan,5312
2021-04-09,Pakistan,5139
2021-04-10,Pakistan,5050
2021-04-11,Pakistan,4584
2021-04-12,Pakistan,4318
2021-04-13,Pakistan,4503
2021-04-14,Pakistan,5395
2021-04-15,Pakistan,5364
2021-04-16,Pakistan,4976
2021-04-17,Pakistan,6127
2021-04-18,Pakistan,5152
2021-04-19,Pakistan,5445
2021-04-20,Pakistan,5499
2021-04-21,Pakistan,5857
2021-04-22,Pakistan,5870
2021-04-23,Pakistan,5908
2021-04-24,Pakistan,5611
2021-04-25,Pakistan,4825
2021-04-26,Pakistan,4487
2021-04-27,Pakistan,5292
2021-04-28,Pakistan,5480
2021-04-29,Pakistan,5112
2021-04-30,Pakistan,4696
2021-05-01,Pakistan,4414
2021-05-02,Pakistan,4213
2021-05-03,Pakistan,3377
2021-05-04,Pakistan,0
2021-05-05,Pakistan,4113
2021-05-06,Pakistan,8495
2021-05-07,Pakistan,4109
2021-05-08,Pakistan,3786
2021-05-09,Pakistan,3447
2021-05-10,Pakistan,3084
2021-05-11,Pakistan,2881
2021-05-12,Pakistan,3265
2021-05-13,Pakistan,2517
2021-05-14,Pakistan,1531
2021-05-15,Pakistan,2379
2021-05-16,Pakistan,3232
2021-05-17,Pakistan,2566
2021-05-18,Pakistan,3256
2021-05-19,Pakistan,4207
2021-05-20,Pakistan,3070
2021-05-21,Pakistan,4007
2021-05-22,Pakistan,3084
2021-05-23,Pakistan,3047
2021-05-24,Pakistan,2253
2021-05-25,Pakistan,2724
2021-05-26,Pakistan,2726
2021-05-27,Pakistan,2482
2021-05-28,Pakistan,2455
2021-05-29,Pakistan,2697
2021-05-30,Pakistan,2117
2021-05-31,Pakistan,1771
2021-06-01,Pakistan,1843
2021-06-02,Pakistan,2028
2021-06-03,Pakistan,1893
2021-06-04,Pakistan,1923
2021-06-05,Pakistan,1629
2021-06-06,Pakistan,1490
2021-06-07,Pakistan,1383
2021-06-08,Pakistan,1118
2021-06-09,Pakistan,1303
2021-06-10,Pakistan,1303
2021-06-11,Pakistan,1194
2021-06-12,Pakistan,1239
2021-06-13,Pakistan,1019
2021-06-14,Pakistan,838
2021-06-15,Pakistan,1038
2021-06-16,Pakistan,1119
2021-06-17,Pakistan,1043
2021-06-18,Pakistan,991
2021-06-19,Pakistan,0
2021-06-20,Pakistan,1957
2021-06-21,Pakistan,663
2021-06-22,Pakistan,930
2021-06-23,Pakistan,1097
2021-06-24,Pakistan,1042
2021-06-25,Pakistan,935
2021-06-26,Pakistan,901
2021-06-27,Pakistan,914
2021-06-28,Pakistan,735
2021-06-29,Pakistan,979
2021-06-30,Pakistan,1037
2021-07-01,Pakistan,1277
2021-07-02,Pakistan,1400
2021-07-03,Pakistan,1228
2021-07-04,Pakistan,1347
2021-07-05,Pakistan,830
2021-07-06,Pakistan,1517
2021-07-07,Pakistan,1626
2021-07-08,Pakistan,1843
2021-07-09,Pakistan,1828
2021-07-10,Pakistan,1980
2021-07-11,Pakistan,1808
2021-07-12,Pakistan,1775
2021-07-13,Pakistan,1980
2021-07-14,Pakistan,2545
2021-07-15,Pakistan,2327
2021-07-16,Pakistan,2949
2021-07-17,Pakistan,2607
2021-07-18,Pakistan,2452
2021-07-19,Pakistan,2145
2021-07-20,Pakistan,2579
2021-07-21,Pakistan,2158
2021-07-22,Pakistan,1425
2021-07-23,Pakistan,0
2021-07-24,Pakistan,4660
2021-07-25,Pakistan,3752
2021-07-26,Pakistan,3262
2021-07-27,Pakistan,4119
2021-07-28,Pakistan,4497
2021-07-29,Pakistan,4537
2021-07-30,Pakistan,4950
2021-07-31,Pakistan,5026
2021-08-01,Pakistan,4858
2021-08-02,Pakistan,3582
2021-08-03,Pakistan,4722
2021-08-04,Pakistan,5661
2021-08-05,Pakistan,4745
2021-08-06,Pakistan,4720
2021-08-07,Pakistan,4455
2021-08-08,Pakistan,4040
2021-08-09,Pakistan,3884
2021-08-10,Pakistan,4856
2021-08-11,Pakistan,4934
2021-08-12,Pakistan,4619
2021-08-13,Pakistan,4786
2021-08-14,Pakistan,3711
2021-08-15,Pakistan,3669
2021-08-16,Pakistan,3221
2021-08-17,Pakistan,3974
2021-08-18,Pakistan,4373
2021-08-19,Pakistan,3239
2021-08-20,Pakistan,3084
2021-08-21,Pakistan,3842
2021-08-22,Pakistan,3772
2021-08-23,Pakistan,4075
2021-08-24,Pakistan,4199
2021-08-25,Pakistan,4553
2021-08-26,Pakistan,3930
2021-08-27,Pakistan,4231
2021-08-28,Pakistan,3909
2021-08-29,Pakistan,3800
2021-08-30,Pakistan,3838
2021-08-31,Pakistan,3569
2021-09-01,Pakistan,4069
2021-09-02,Pakistan,3821
2021-09-03,Pakistan,0
2021-09-04,Pakistan,7727
2021-09-05,Pakistan,3613
2021-09-06,Pakistan,3316
2021-09-07,Pakistan,3902
2021-09-08,Pakistan,4062
2021-09-09,Pakistan,3689
2021-09-10,Pakistan,3480
2021-09-11,Pakistan,3153
2021-09-12,Pakistan,2988
2021-09-13,Pakistan,2574
2021-09-14,Pakistan,2727
2021-09-15,Pakistan,3012
2021-09-16,Pakistan,2928
2021-09-17,Pakistan,2512
2021-09-18,Pakistan,2580
2021-09-19,Pakistan,2167
2021-09-20,Pakistan,1897
2021-09-21,Pakistan,2333
2021-09-22,Pakistan,2357
2021-09-23,Pakistan,2233
2021-09-24,Pakistan,2060
2021-09-25,Pakistan,1780
2021-09-26,Pakistan,1757
2021-09-27,Pakistan,1400
2021-09-28,Pakistan,1560
2021-09-29,Pakistan,1742
2021-09-30,Pakistan,1411
2021-10-01,Pakistan,1664
2021-10-02,Pakistan,1656
2021-10-03,Pakistan,1490
2021-10-04,Pakistan,1308
2021-10-05,Pakistan,1212
2021-10-06,Pakistan,1453
2021-10-07,Pakistan,912
2021-10-08,Pakistan,955
2021-10-09,Pakistan,827
2021-10-10,Pakistan,944
2021-10-11,Pakistan,689
2021-10-12,Pakistan,1021
2021-10-13,Pakistan,1016
2021-10-14,Pakistan,1086
2021-10-15,Pakistan,893
2021-10-16,Pakistan,720
2021-10-17,Pakistan,663
2021-10-18,Pakistan,603
2021-10-19,Pakistan,554
2021-10-20,Pakistan,622
2021-10-21,Pakistan,567
2021-10-22,Pakistan,552
2021-10-23,Pakistan,591
2021-10-24,Pakistan,698
2021-10-25,Pakistan,572
2021-10-26,Pakistan,516
2021-10-27,Pakistan,705
2021-10-28,Pakistan,660
2021-10-29,Pakistan,658
2021-10-30,Pakistan,733
2021-10-31,Pakistan,482
2021-11-01,Pakistan,457
2021-11-02,Pakistan,561
2021-11-03,Pakistan,580
2021-11-04,Pakistan,515
2021-11-05,Pakistan,567
2021-11-06,Pakistan,471
2021-11-07,Pakistan,449
2021-11-08,Pakistan,400
2021-11-09,Pakistan,554
2021-11-10,Pakistan,637
2021-11-11,Pakistan,391
2021-11-12,Pakistan,231
2021-11-13,Pakistan,0
2021-11-14,Pakistan,503
2021-11-15,Pakistan,216
2021-11-16,Pakistan,270
2021-11-17,Pakistan,460
2021-11-18,Pakistan,418
2021-11-19,Pakistan,319
2021-11-20,Pakistan,313
2021-11-21,Pakistan,323
2021-11-22,Pakistan,315
2021-11-23,Pakistan,350
2021-11-24,Pakistan,363
2021-11-25,Pakistan,252
2021-11-26,Pakistan,411
2021-11-27,Pakistan,303
2021-11-28,Pakistan,176
2021-11-29,Pakistan,475
2021-11-30,Pakistan,414
2021-12-01,Pakistan,377
2021-12-02,Pakistan,391
2021-12-03,Pakistan,431
2021-12-04,Pakistan,372
2021-12-05,Pakistan,336
2021-12-06,Pakistan,232
2021-12-07,Pakistan,310
2021-12-08,Pakistan,350
2021-12-09,Pakistan,313
2021-12-10,Pakistan,395
2021-12-11,Pakistan,288
2021-12-12,Pakistan,244
2021-12-13,Pakistan,250
2021-12-14,Pakistan,370
2021-12-15,Pakistan,301
2021-12-16,Pakistan,277
2021-12-17,Pakistan,0
2021-12-18,Pakistan,617
2021-12-19,Pakistan,359
2021-12-20,Pakistan,270
2021-12-21,Pakistan,310
2021-12-22,Pakistan,359
2021-12-23,Pakistan,322
2021-12-24,Pakistan,353
2021-12-25,Pakistan,359
2021-12-26,Pakistan,275
2021-12-27,Pakistan,316
2021-12-28,Pakistan,348
2021-12-29,Pakistan,482
2021-12-30,Pakistan,515
2021-12-31,Pakistan,557
2022-01-01,Pakistan,594
2022-01-02,Pakistan,708
2022-01-03,Pakistan,630
2022-01-04,Pakistan,898
2022-01-05,Pakistan,1085
2022-01-06,Pakistan,1293
2022-01-07,Pakistan,1345
2022-01-08,Pakistan,1572
2022-01-09,Pakistan,1649
2022-01-10,Pakistan,1467
2022-01-11,Pakistan,2074
2022-01-12,Pakistan,3019
2022-01-13,Pakistan,3567
2022-01-14,Pakistan,4286
2022-01-15,Pakistan,4027
2022-01-16,Pakistan,4340
2022-01-17,Pakistan,5034
2022-01-18,Pakistan,5472
2022-01-19,Pakistan,6808
2022-01-20,Pakistan,7678
2022-01-21,Pakistan,6540
2022-01-22,Pakistan,7586
2022-01-23,Pakistan,7195
2022-01-24,Pakistan,6352
2022-01-25,Pakistan,5196
2022-01-26,Pakistan,7539
2022-01-27,Pakistan,8183
2022-01-28,Pakistan,7963
2022-01-29,Pakistan,7958
2022-01-30,Pakistan,7048
2022-01-31,Pakistan,5327
2022-02-01,Pakistan,6047
2022-02-02,Pakistan,5850
2022-02-03,Pakistan,6400
2022-02-04,Pakistan,6137
2022-02-05,Pakistan,4973
2022-02-06,Pakistan,3338
2022-02-07,Pakistan,2799
2022-02-08,Pakistan,4251
2022-02-09,Pakistan,3914
2022-02-10,Pakistan,3498
2022-02-11,Pakistan,3019
2022-02-12,Pakistan,3206
2022-02-13,Pakistan,2563
2022-02-14,Pakistan,2597
2022-02-15,Pakistan,2465
2022-02-16,Pakistan,2870
2022-02-17,Pakistan,2400
2022-02-18,Pakistan,1983
2022-02-19,Pakistan,1644
2022-02-20,Pakistan,1360
2022-02-21,Pakistan,961
2022-02-22,Pakistan,1232
2022-02-23,Pakistan,1455
2022-02-24,Pakistan,1122
2022-02-25,Pakistan,1207
2022-02-26,Pakistan,847
2022-02-27,Pakistan,856
2022-02-28,Pakistan,861
2022-03-01,Pakistan,765
2022-03-02,Pakistan,768
2022-03-03,Pakistan,953
2022-03-04,Pakistan,796
2022-03-05,Pakistan,755
2022-03-06,Pakistan,756
2022-03-07,Pakistan,378
2022-03-08,Pakistan,758
2022-03-09,Pakistan,639
2022-03-10,Pakistan,723
2022-03-11,Pakistan,571
2022-03-12,Pakistan,609
2022-03-13,Pakistan,462
2022-03-14,Pakistan,473
2022-03-15,Pakistan,493
2022-03-16,Pakistan,514
2022-03-17,Pakistan,183
2022-03-18,Pakistan,696
2022-03-19,Pakistan,375
2022-03-20,Pakistan,303
2022-03-21,Pakistan,228
2022-03-22,Pakistan,443
2022-03-23,Pakistan,210
2022-03-24,Pakistan,329
2022-03-25,Pakistan,189
2022-03-26,Pakistan,310
2022-03-27,Pakistan,186
2022-03-28,Pakistan,269
2022-03-29,Pakistan,194
2022-03-30,Pakistan,244
2022-03-31,Pakistan,180
2022-04-01,Pakistan,208
2022-04-02,Pakistan,285
2022-04-03,Pakistan,154
2022-04-04,Pakistan,155
2022-04-05,Pakistan,148
2022-04-06,Pakistan,170
2022-04-07,Pakistan,141
2022-04-08,Pakistan,238
2022-04-09,Pakistan,96
2022-04-10,Pakistan,98
2022-04-11,Pakistan,62
2022-04-12,Pakistan,101
2022-04-13,Pakistan,123
2022-04-14,Pakistan,0
2022-04-15,Pakistan,199
2022-04-16,Pakistan,97
2022-04-17,Pakistan,78
2022-04-18,Pakistan,85
2022-04-19,Pakistan,75
2022-04-20,Pakistan,103
2022-04-21,Pakistan,80
2022-04-22,Pakistan,82
2022-04-23,Pakistan,0
2022-04-24,Pakistan,205
2022-04-25,Pakistan,0
2022-04-26,Pakistan,0
2022-04-27,Pakistan,0
2022-04-28,Pakistan,0
2022-04-29,Pakistan,0
2022-04-30,Pakistan,0
2022-05-01,Pakistan,0
2022-05-02,Pakistan,0
2022-05-03,Pakistan,0
2022-05-04,Pakistan,0
2022-05-05,Pakistan,0
2022-05-06,Pakistan,0
2022-05-07,Pakistan,0
2022-05-08,Pakistan,0
2022-05-09,Pakistan,877
2022-05-10,Pakistan,0
2022-05-11,Pakistan,0
2022-05-12,Pakistan,0
2022-05-13,Pakistan,334
2022-05-14,Pakistan,0
2022-05-15,Pakistan,84
2022-05-16,Pakistan,0
2022-05-17,Pakistan,220
2022-05-18,Pakistan,89
2022-05-19,Pakistan,81
2022-05-20,Pakistan,70
2022-05-21,Pakistan,16
2022-05-22,Pakistan,110
2022-05-23,Pakistan,0
2022-05-24,Pakistan,153
2022-05-25,Pakistan,76
2022-05-26,Pakistan,79
2022-05-27,Pakistan,90
2022-05-28,Pakistan,50
2022-05-29,Pakistan,48
2022-05-30,Pakistan,54
2022-05-31,Pakistan,66
2022-06-01,Pakistan,67
2022-06-02,Pakistan,36
2022-06-03,Pakistan,0
2022-06-04,Pakistan,0
2022-06-05,Pakistan,208
2022-06-06,Pakistan,50
2022-06-07,Pakistan,64
2022-06-08,Pakistan,89
2022-06-09,Pakistan,0
2022-06-10,Pakistan,145
2022-06-11,Pakistan,67
2022-06-12,Pakistan,94
2022-06-13,Pakistan,1
2022-06-14,Pakistan,163
2022-06-15,Pakistan,144
2022-06-16,Pakistan,98
2022-06-17,Pakistan,151
2022-06-18,Pakistan,152
2022-06-19,Pakistan,171
2022-06-20,Pakistan,113
2022-06-21,Pakistan,204
2022-06-22,Pakistan,268
2022-06-23,Pakistan,309
2022-06-24,Pakistan,435
2022-06-25,Pakistan,0
2022-06-26,Pakistan,788
2022-06-27,Pakistan,333
2022-06-28,Pakistan,541
2022-06-29,Pakistan,641
2022-06-30,Pakistan,694
2022-07-01,Pakistan,0
2022-07-02,Pakistan,1468
2022-07-03,Pakistan,675
2022-07-04,Pakistan,653
2022-07-05,Pakistan,0
2022-07-06,Pakistan,1677
2022-07-07,Pakistan,693
2022-07-08,Pakistan,732
2022-07-09,Pakistan,0
2022-07-10,Pakistan,873
2022-07-11,Pakistan,255
2022-07-12,Pakistan,236
2022-07-13,Pakistan,390
2022-07-14,Pakistan,779
2022-07-15,Pakistan,737
2022-07-16,Pakistan,605
2022-07-17,Pakistan,492
2022-07-18,Pakistan,459
2022-07-19,Pakistan,592
2022-07-20,Pakistan,599
2022-07-21,Pakistan,679
2022-07-22,Pakistan,693
2022-07-23,Pakistan,532
2022-07-24,Pakistan,582
2022-07-25,Pakistan,371
2022-07-26,Pakistan,620
2022-07-27,Pakistan,0
2022-07-28,Pakistan,1454
2022-07-29,Pakistan,0
2022-07-30,Pakistan,0
2022-07-31,Pakistan,1266
2022-08-01,Pakistan,1048
2022-08-02,Pakistan,806
2022-08-03,Pakistan,689
2022-08-04,Pakistan,750
2022-08-05,Pakistan,673
2022-08-06,Pakistan,644
2022-08-07,Pakistan,628
2022-08-08,Pakistan,421
2022-08-09,Pakistan,352
2022-08-10,Pakistan,353
2022-08-11,Pakistan,624
2022-08-12,Pakistan,728
2022-08-13,Pakistan,0
2022-08-14,Pakistan,1040
2022-08-15,Pakistan,358
2022-08-16,Pakistan,526
2022-08-17,Pakistan,578
2022-08-18,Pakistan,510
2022-08-19,Pakistan,0
2022-08-20,Pakistan,917
2022-08-21,Pakistan,416
2022-08-22,Pakistan,217
2022-08-23,Pakistan,278
2022-08-24,Pakistan,0
2022-08-25,Pakistan,746
2022-08-26,Pakistan,290
2022-08-27,Pakistan,270
2022-08-28,Pakistan,0
2022-08-29,Pakistan,396
2022-08-30,Pakistan,227
2022-08-31,Pakistan,0
2022-09-01,Pakistan,0
2022-09-02,Pakistan,0
2022-09-03,Pakistan,0
2022-09-04,Pakistan,0
2022-09-05,Pakistan,1228
2022-09-06,Pakistan,0
2022-09-07,Pakistan,332
2022-09-08,Pakistan,0
2022-09-09,Pakistan,160
2022-09-10,Pakistan,295
2022-09-11,Pakistan,105
2022-09-12,Pakistan,99
2022-09-13,Pakistan,0
2022-09-14,Pakistan,235
2022-09-15,Pakistan,0
2022-09-16,Pakistan,202
2022-09-17,Pakistan,0
2022-09-18,Pakistan,162
2022-09-19,Pakistan,0
2022-09-20,Pakistan,0
2022-09-21,Pakistan,0
2022-09-22,Pakistan,0
2022-09-23,Pakistan,375
2022-09-24,Pakistan,0
2022-09-25,Pakistan,47
2022-09-26,Pakistan,0
2022-09-27,Pakistan,94
2022-09-28,Pakistan,0
2022-09-29,Pakistan,0
2022-09-30,Pakistan,188
